_id,pin,number,total_amount
6880432,0077P00257000000,20,11981.68
6880433,0077P00258000000,28,18844.69
6880434,0077P00267000000,21,716.94
6880435,0077P00268000000,27,2070.2
6880436,0077P00272000000,37,8477.77
6880437,0077P00275000000,12,662.16
6880438,0077P00280000000,1,181.16
6880439,0077P00281000000,18,3111.26
6880440,0077P00287000000,23,4855.65
6880441,0077P00299000000,14,112.25
6880442,0077P00313000000,12,979.63
6880443,0077P00314000000,10,97
6880444,0077P00315000000,5,130.56
6880445,0077P00316000000,34,13890.44
6880446,0077P00326000000,31,2159.15
6880447,0077P00334000000,15,7383.18
6880448,0077P00344000000,12,487.4
6880449,0077P00346000000,21,5287.03
6880450,0077P00348000000,21,14631.08
6880451,0077P00354000000,14,4118.1
6880452,0077P00355000000,27,2660.22
6880453,0077P00356000000,1,131.02
6880454,0077P00357000000,8,4020.56
6880455,0077P00366000000,2,12.31
6880456,0077P00369000000,55,1439.79
6880457,0077P00372000000,15,6652.79
6880458,0077P00374000000,14,4152.7
6880459,0077P00375000000,11,2092.92
6880460,0077P00376000000,20,6304.77
6880461,0077P00377000000,1,312.65
6880462,0077P00378000000,1,160.82
6880463,0077R00001000000,22,92.33
6880464,0077R00003000000,25,255.53
6880465,0077R00004000000,47,989.69
6880466,0077R00005000000,11,724.24
6880467,0077R00007000000,53,1975.55
6880468,0077R00008000000,1,118.72
6880469,0077R00009000000,1,6.62
6880470,0077R00011000000,38,5138.24
6880471,0077R00020000000,31,14230.11
6880472,0077R00021000000,19,5474.26
6880473,0077R00022000000,2,97.68
6880474,0077R00023000000,34,5704.77
6880475,0077R00024000000,3,2591.59
6880476,0077R00025000000,22,37.38
6880477,0077R00026000000,42,1285.81
6880478,0077R00027000000,12,36.36
6880479,0077R00034000000,6,793.68
6880480,0077R00035000000,21,61.23
6880481,0077R00036000000,32,12539.13
6880482,0077R00037000000,49,1236.67
6880483,0077R00038000000,49,1232.38
6880484,0077R00040000000,33,898.58
6880485,0077R00051000000,22,46.14
6880486,0077R00052000000,22,37.38
6880487,0077R00055000000,10,2394.91
6880488,0077R00056000000,17,3631.15
6880489,0077R00058000000,9,1401.3
6880490,0077R00060000000,29,11210.24
6880491,0077R00097000000,36,7623.87
6880492,0077R00100000000,33,113.13
6880493,0077R00101000000,32,67.11
6880494,0077R00103000000,44,3683.14
6880495,0077R00131000000,7,1.87
6880496,0077R00201000000,12,12.66
6880497,0077R00369000000,4,6.11
6880498,0077S00024000000,13,14.18
6880499,0077S00123000000,13,1437.39
6880500,0077S00135000000,52,3924.99
6880501,0077S00157000000,1,109.74
6880502,0077S00164000000,7,23.7
6880503,0077S00172000000,45,5557.4
6880504,0077S00177000000,3,585.03
6880505,0077S00179000000,3,1051.02
6880506,0077S00182000000,10,2026.96
6880507,0077S00183000000,4,2230.36
6880508,0077S00187000000,8,72
6880509,0077S00240000000,8,33.79
6880510,0077S00244000000,2,11.26
6880511,0077S00262000000,4,250.59
6880512,0077S00269000000,1,279.54
6880513,0077S00278000000,14,7741.58
6880514,0078A00038000000,2,2360.83
6880515,0078A00048000000,4,3568.78
6880516,0078A00076000000,15,6953.88
6880517,0078A00082000000,56,325.66
6880518,0078A00083000000,98,456.11
6880519,0078A00086000000,2,2455.38
6880520,0078A00089000000,1,897.89
6880521,0078A00093000000,12,5885.57
6880522,0078A00170000000,7,4051.84
6880523,0078A00220000000,8,80.9
6880524,0078B00006000000,71,10929.41
6880525,0078B00012000000,101,10093.72
6880526,0078B00016000000,82,98.12
6880527,0078B00025000000,74,10068.9
6880528,0078B00026000000,75,47.85
6880529,0078B00027000000,82,98.31
6880530,0078B00030000000,74,10059.52
6880531,0078B00032000000,44,154.49
6880532,0078B00038000000,74,10059.52
6880533,0078B00041000000,103,10367.54
6880534,0078B00048000000,76,69.94
6880535,0078B00050000000,55,150.18
6880536,0078B00052000000,53,143.53
6880537,0078B00055000000,54,164.05
6880538,0078B00058000000,74,9973.06
6880539,0078B00060000000,74,10347
6880540,0078B00067000000,54,134.85
6880541,0078B00071000000,102,11110.97
6880542,0078B00075000000,75,10143.05
6880543,0078B00078000000,48,52.93
6880544,0078B00084000000,76,11020.79
6880545,0078B00085000000,48,53.47
6880546,0078B00095000000,74,11286.09
6880547,0078B00098000000,74,10031.28
6880548,0078B00102000000,103,10306.55
6880549,0078B00106000000,73,10718.46
6880550,0078B00108000000,102,24366.83
6880551,0078C00032000000,2,2600.07
6880552,0078C00034000000,7,1500.2
6880553,0078C00055000000,1,3511
6880554,0078C00058000000,29,462.84
6880555,0078C00060000000,14,91.84
6880556,0078C00077000000,1,1689.59
6880557,0078D00030000000,37,19493.25
6880558,0078D00035000000,1,949.74
6880559,0078D00084000000,1,672.71
6880560,0078D00314000000,1,2543.25
6880561,0078E00234000000,4,2417.51
6880562,0078E00237000000,5,4075.05
6880563,0078E00246000000,6,16472.07
6880564,0078F00030000000,1,1068.26
6880565,0078F00038000000,1,1115.67
6880566,0078F00040000000,1,575
6880567,0078F00053000000,1,416.3
6880568,0078F00057000000,20,4107.85
6880569,0078F00058000000,3,1316.86
6880570,0078F00064000000,10,1254.66
6880571,0078F00088000000,74,10179.24
6880572,0078F00096000000,48,71.12
6880573,0078F00098000000,73,12175.51
6880574,0078F00103000000,16,1309.62
6880575,0078F00120000000,35,7536.88
6880576,0078F00130000000,54,124
6880577,0078F00135000000,73,10187.52
6880578,0078F00140000000,74,10820.72
6880579,0078F00145000000,77,10991.28
6880580,0078F00146000000,82,98.12
6880581,0078F00148000000,82,200.11
6880582,0078F00149000000,83,252.52
6880583,0078F00156000000,81,96.86
6880584,0078F00157000000,74,150.53
6880585,0078F00158000000,112,11783.68
6880586,0078F00168000000,48,48.43
6880587,0078F00169000000,62,4100.08
6880588,0078G00070000000,3,7550.73
6880589,0078G00075000000,1,313.44
6880590,0078G00082000000,2,3023.48
6880591,0078G00098000000,74,14970.72
6880592,0078G00110000000,10,7236.5
6880593,0078H00002000000,1,252.79
6880594,0078H00071000000,1,634.23
6880595,0078H00116000000,2,6396.25
6880596,0078H00125000000,1,936.36
6880597,0078H00172000100,1,67.38
6880598,0078H00178000000,19,99.74
6880599,0078J00050000000,1,498.4
6880600,0078K00150000000,66,17605.23
6880601,0078K00180000000,122,26877.47
6880602,0078K00200000000,81,271.78
6880603,0078K00201000000,28,625.86
6880604,0078K00300000000,80,23308.43
6880605,0078L00015000000,2,206.22
6880606,0078L00023000000,1,149.26
6880607,0078L00070000000,24,9786.58
6880608,0078L00072000000,19,2136.79
6880609,0078L00115000000,26,2129.4
6880610,0078L00150000000,26,2288
6880611,0078L00171000000,27,11078.32
6880612,0078L00174000000,23,96.88
6880613,0078L00190000000,26,2938.96
6880614,0078L00197000000,4,94.12
6880615,0078L00212000000,25,2507.78
6880616,0078L00217000000,28,20197.62
6880617,0078L00231000000,40,2725.11
6880618,0078L00234000000,5,5.5
6880619,0078L00237000000,69,19915.26
6880620,0078L00250000000,42,2929.62
6880621,0078L00264000000,10,106.77
6880622,0078L00275000000,12,46.04
6880623,0078L00280000000,28,9393.8
6880624,0078L00313000000,2,8106.34
6880625,0078L00330000000,76,10810.77
6880626,0078M00022000000,103,8848.08
6880627,0078M00025000000,1,1.42
6880628,0078M00036000000,4,5039.58
6880629,0078M00054000000,2,3732.29
6880630,0078M00060000000,6,4650.38
6880631,0078M00061000000,1,8.21
6880632,0078M00079000000,2,430.97
6880633,0078M00090000000,1,3185.58
6880634,0078M00178000000,2,4916.6
6880635,0078M01721000000,1,70.42
6880636,0078N00008000000,17,1561.43
6880637,0078N00301000000,22,27.96
6880638,0078P00150000000,20,374.09
6880639,0078R00034000000,26,3551.59
6880640,0078R00039000000,1,7.56
6880641,0078R00046000000,18,283
6880642,0078R00057000000,22,55.9
6880643,0078R00060000000,1,325
6880644,0078R00061000000,24,4738.61
6880645,0078R00068000000,18,40.3
6880646,0078R00078000000,5,2151.81
6880647,0078R00114000000,21,1644.96
6880648,0078R00180000000,4,197.06
6880649,0078R00200000000,29,2580.41
6880650,0078R00220000000,3,2104.14
6880651,0078R00245000000,20,7517.21
6880652,0078R00265000000,20,826.89
6880653,0078S00010000000,1,191.76
6880654,0078S00014000000,1,121.9
6880655,0078S00024000000,2,4513.32
6880656,0078S00025000000,31,9766.97
6880657,0078S00030000000,2,2240.06
6880658,0078S00032000000,7,52.78
6880659,0078S00042000000,56,810.76
6880660,0078S00092000000,1,995.62
6880661,0078S00114000000,15,9174.93
6880662,0078S00116000000,2,1409.71
6880663,0078S00122000000,1,2025.7
6880664,0078S00123000000,97,828.46
6880665,0078S00206000000,1,7.57
6880666,0078S00210000000,4,4490.02
6880667,0078S00220000000,76,13072.31
6880668,0078S00268000000,3,870.34
6880669,0079A00006000000,92,7329.91
6880670,0079A00015000000,108,8284.61
6880671,0079A00024000000,1,9.38
6880672,0079A00026000000,1,9.38
6880673,0079A00028000000,3,25.32
6880674,0079A00030000000,3,78.78
6880675,0079A00052000000,47,51.49
6880676,0079A00058000A00,4,1955.52
6880677,0079A00080000000,10,552.68
6880678,0079A00082000000,64,1328.18
6880679,0079A00083000000,5,3143.57
6880680,0079A00103000000,95,1440.59
6880681,0079A00110000000,2,5252.32
6880682,0079A00116000000,2,4098.48
6880683,0079A00127000000,1,15.08
6880684,0079A00136000000,3,660.4
6880685,0079A00140000000,2,2.52
6880686,0079A00163000000,8,6473.62
6880687,0079A00173000000,1,2046.03
6880688,0079A00176000000,2,3385.18
6880689,0079A00184000000,7,402.5
6880690,0079A00192000000,1,7.96
6880691,0079A00214000000,2,3630.24
6880692,0079A00290000000,91,15037.84
6880693,0079B00044000M00,1,962.5
6880694,0079B00065000000,13,3872.78
6880695,0079B00081000000,1,822.51
6880696,0079B00102000000,1,486.97
6880697,0079B00121000000,7,5434.03
6880698,0079B00135000000,2,1383.68
6880699,0079B00138000000,1,661.11
6880700,0079B00140000000,3,5326.5
6880701,0079B00162000000,6,1048.45
6880702,0079B00163000200,3,652.76
6880703,0079B00184000000,23,10844.4
6880704,0079B00185000000,4,4710.61
6880705,0079B00187000000,4,7305.42
6880706,0079B00195000000,3,2734.53
6880707,0079B00196000000,10,5379.58
6880708,0079B00201000000,1,513.77
6880709,0079B00206000000,17,4590.65
6880710,0079B00213000000,1,615.23
6880711,0079B00216000000,34,16149.97
6880712,0079B00218000000,1,710.66
6880713,0079B00227000000,1,28.88
6880714,0079B00228000000,70,62.85
6880715,0079B00246000000,27,3977.08
6880716,0079B00249000000,24,7769.19
6880717,0079B00251000000,1,865.41
6880718,0079B00263000000,1,918.84
6880719,0079B00269000000,3,1946.63
6880720,0079B00303000000,21,13755.4
6880721,0079B00310000000,1,515.2
6880722,0079B00311000000,2,1602.1
6880723,0079B00312000000,2,1633.85
6880724,0079B00313000000,1,1421.21
6880725,0079B00332000000,1,3.78
6880726,0079B00334000000,4,1783.03
6880727,0079B00335000000,2,981.79
6880728,0079B00336000000,3,2068.17
6880729,0079B00336000A00,3,2004.85
6880730,0079B00339000000,20,8151.08
6880731,0079B00340000000,30,6517.84
6880732,0079B00356000000,1,1284.25
6880733,0079B01631000000,1,736.31
6880734,0079B01632000000,2,844.21
6880735,0079B01861000000,2,885.83
6880736,0079C00009000000,2,926.63
6880737,0079C00029000000,1,6222.61
6880738,0079C00036000000,12,3794.49
6880739,0079C00062000000,56,518.27
6880740,0079C00074000000,1,703.25
6880741,0079C00087000000,1,392
6880742,0079C00096000000,8,4500.03
6880743,0079C00113000000,1,128.8
6880744,0079C00161000000,2,984.25
6880745,0079C00172000000,2,1965.33
6880746,0079C00177000000,17,4866.38
6880747,0079C00178000000,19,12960.95
6880748,0079C00192000000,1,799.61
6880749,0079C00194000000,27,7096.57
6880750,0079C00217000002,2,5514.67
6880751,0079C00255000000,8,8499.05
6880752,0079C00262000000,2,1031.49
6880753,0079C00270000000,29,14616.82
6880754,0079C00274000000,6,4321.54
6880755,0079C00276000000,6,146.49
6880756,0079C00278000000,6,163.38
6880757,0079C00280000000,1,192.6
6880758,0079C00282000000,1,325.5
6880759,0079C00294000000,3,349.2
6880760,0079C00295000000,16,4014.29
6880761,0079C00310000000,1,2513.5
6880762,0079C00328000000,1,155.62
6880763,0079C00350000000,2,293.86
6880764,0079C00354000000,1,2021
6880765,0079D00018000000,39,16.32
6880766,0079D00023000100,3,1046.32
6880767,0079D00024000000,39,16.32
6880768,0079D00031000000,11,2204.53
6880769,0079D00047000000,1,6795.49
6880770,0079D00130000000,17,9979.18
6880771,0079E00026000000,1,30.18
6880772,0079E00032000000,89,1279.82
6880773,0079E00034000000,6,3017.34
6880774,0079E00040000000,89,1279.82
6880775,0079E00042000000,88,1104.97
6880776,0079E00052000000,8,3954.96
6880777,0079E00056000000,33,11340.85
6880778,0079E00058000000,87,1023.99
6880779,0079E00082000000,156,17439.33
6880780,0079E00084000000,1,728.5
6880781,0079E00089000000,105,4388.57
6880782,0079E00092000000,83,230.22
6880783,0079E00093000000,27,15063.38
6880784,0079E00112000000,1,559.92
6880785,0079E00128000000,1,803.34
6880786,0079E00130000000,1,1788.42
6880787,0079E00152000000,135,9807.87
6880788,0079E00162000000,127,11046.16
6880789,0079E00170000000,96,14610.64
6880790,0079F00002000000,1,3965.13
6880791,0079F00009000000,52,5821.84
6880792,0079F00010000000,88,438.38
6880793,0079F00011000000,77,101.79
6880794,0079F00017000000,121,5218.1
6880795,0079F00032000000,22,12602.62
6880796,0079F00038000000,1,175.1
6880797,0079F00040000000,1,434.6
6880798,0079F00042000000,38,4778.78
6880799,0079F00043000000,2,513
6880800,0079F00055000000,10,4760.8
6880801,0079F00065000000,1,1103.61
6880802,0079F00075000000,1,2180.88
6880803,0079F00095000000,112,2770.69
6880804,0079F00111000000,1,108.94
6880805,0079F00120000000,60,24296.13
6880806,0079F00135000000,1,47.3
6880807,0079F00150000000,1,764.62
6880808,0079F00175000000,2,4085.03
6880809,0079F00199000000,15,9058.01
6880810,0079F00201000000,69,6926.78
6880811,0079F00206000000,1,7.56
6880812,0079F00208000000,9,205.83
6880813,0079F00210000000,1,5.04
6880814,0079F00212000000,76,4836.16
6880815,0079F00214000000,14,81.02
6880816,0079F00220000000,91,10868.36
6880817,0079F00247000000,2,1732.24
6880818,0079F00248000000,72,153.06
6880819,0079F00250000000,82,224.47
6880820,0079F00280000000,48,44.36
6880821,0079F00282000000,81,94.76
6880822,0079F00284000000,82,82.85
6880823,0079F00285000000,82,88.58
6880824,0079G00003000200,1,1194.69
6880825,0079G00016000000,1,4187.92
6880826,0079G00062000000,2,1176.58
6880827,0079G00067000000,8,12511.61
6880828,0079G00069000000,3,5936.52
6880829,0079G00072000000,19,8688.32
6880830,0079G00093000000,48,46.57
6880831,0079G00095000000,29,13527.44
6880832,0079G00120000000,25,7885.13
6880833,0079G00121000000,5,1799.98
6880834,0079G00122000000,7,173.5
6880835,0079G00123000000,1,2691.86
6880836,0079G00124000000,6,2399.7
6880837,0079G00125000000,1,395.09
6880838,0079G00127000000,1,580.55
6880839,0079G00130000000,8,2253.37
6880840,0079G00131000000,1,588.44
6880841,0079G00134000000,1,6632.87
6880842,0079G00140000000,1,2011.2
6880843,0079G00148000000,1,9.27
6880844,0079G00152000000,1,857.99
6880845,0079G00173000000,1,571.2
6880846,0079G00179000000,35,18739.1
6880847,0079G00187000000,88,1218.49
6880848,0079G00203000000,1,1430.21
6880849,0079G00223000000,1,5059.36
6880850,0079G00228000000,32,12496.53
6880851,0079G00230000000,1,9.38
6880852,0079G00234000000,1,192.6
6880853,0079G00235000000,5,864
6880854,0079G00236000000,1,1203.7
6880855,0079G00246000000,35,15419.49
6880856,0079G00248000000,49,23149.26
6880857,0079G00250000000,31,9814.48
6880858,0079G00252000000,52,18306.64
6880859,0079G00267000000,28,3369.33
6880860,0079G00281000000,1,431.2
6880861,0079G00282000000,9,465.24
6880862,0079G00286000000,30,16047.68
6880863,0079G00287000000,30,759.29
6880864,0079G00315000000,1,792.81
6880865,0079G00328000000,26,9244.15
6880866,0079G00332000000,3,30.24
6880867,0079G00348000000,1,563.52
6880868,0079G00350000000,16,5992.81
6880869,0079G00352000000,11,4853.2
6880870,0079G00356000000,54,17375.73
6880871,0079G00357000000,23,6596.46
6880872,0079G00358000000,24,11207.54
6880873,0079G00361000000,39,19394.24
6880874,0079G00362000000,6,550.87
6880875,0079G00368000000,46,5825.81
6880876,0079G00369000000,2,1015.7
6880877,0079G00370000000,1,526.4
6880878,0079H00059000000,1,200.7
6880879,0079H00075000000,3,2444.41
6880880,0079H00086000000,6,5024.85
6880881,0079H00098000000,6,1730.16
6880882,0079H00148000000,12,12990.8
6880883,0079J00030000000,1,230.67
6880884,0079J00046000000,1,529.47
6880885,0079J00050000000,53,26554.53
6880886,0079J00072000000,1,1218.95
6880887,0079K00010000000,54,89.04
6880888,0079K00012000000,92,12134
6880889,0079K00043000000,54,190.12
6880890,0079K00048000000,72,93.3
6880891,0079K00070000000,1,3080.85
6880892,0079K00078000000,1,274.95
6880893,0079K00088000000,1,559.65
6880894,0079L00003000000,12,5301.13
6880895,0079L00005000000,22,8841.84
6880896,0079L00006000000,37,4007.04
6880897,0079L00007000000,12,5496.16
6880898,0079L00014000000,2,318.75
6880899,0079L00022000000,5,3815.4
6880900,0079L00030000000,88,11324.41
6880901,0079L00032000000,71,403.39
6880902,0079L00041000000,85,418.29
6880903,0079L00043000000,82,236.25
6880904,0079L00044000000,84,249.25
6880905,0079L00050000000,28,3112.54
6880906,0079L00061000000,7,3726.08
6880907,0079L00063000000,5,4463.3
6880908,0079L00066000000,26,21084.86
6880909,0079L00069000000,13,6729.18
6880910,0079L00072000000,60,17305.2
6880911,0079L00073000000,9,4371.75
6880912,0079L00077000000,10,2437.37
6880913,0079L00118000000,114,5073.08
6880914,0079L00122000000,13,7717.57
6880915,0079L00123000000,3,4728.33
6880916,0079L00124000000,5,4681.74
6880917,0079L00126000000,2,1230.78
6880918,0079L00134000000,43,64.48
6880919,0079L00144000000,9,12487.4
6880920,0079L00165000000,1,1020.11
6880921,0079L00167000000,2,1222.62
6880922,0079L00173000000,33,273.65
6880923,0079L00178000000,1,100.35
6880924,0079L00185000000,41,547.21
6880925,0079L00190000000,49,2475.49
6880926,0079L00195000000,44,881.12
6880927,0079L00210000000,6,2931.71
6880928,0079L00222000000,1,37.73
6880929,0079L00224000000,69,9126.43
6880930,0079L00238000000,3,1968.34
6880931,0079L00240000000,81,27046.68
6880932,0079L00257000000,43,48.08
6880933,0079L00269000000,36,20.06
6880934,0079M00002000000,32,179.48
6880935,0079N00017000000,1,1378.26
6880936,0079N00021000000,1,1144.17
6880937,0079N00058000000,1,2110.81
6880938,0079N00094000000,2,3394.03
6880939,0079N00144000000,6,9271.44
6880940,0079N00158000000,9,8635.59
6880941,0079N00159000000,43,48.5
6880942,0079N00164000000,7,8622.5
6880943,0079N00172000000,2,2296.61
6880944,0079N00256000000,45,5546.81
6880945,0079P00048000000,5,2536.52
6880946,0079P00059000000,90,8227.36
6880947,0079P00061000000,60,7659.62
6880948,0079P00066000000,2,554.2
6880949,0079P00067000000,88,3188.45
6880950,0079P00120000000,1,2056.37
6880951,0079P00150000000,2,1991.25
6880952,0079P00160000000,4,4766.08
6880953,0079R00020000000,1,1172.97
6880954,0079R00038000000,3,4756
6880955,0079R00046000000,59,3708.27
6880956,0079R00052000000,63,4358.87
6880957,0079R00060000000,99,4750.17
6880958,0079R00062000000,70,3880.11
6880959,0079R00064000000,70,3953.23
6880960,0079R00066000000,19,3993.54
6880961,0079R00070000000,7,95.18
6880962,0079R00084000000,23,33.85
6880963,0079R00085000000,1,103.18
6880964,0079R00100000000,38,452.41
6880965,0079R00102000000,17,5202.17
6880966,0079R00109000000,1,1575.86
6880967,0079S00001000001,7,9942.44
6880968,0080A00078000000,1,19.5
6880969,0080A00098000000,3,135.75
6880970,0080C00102000000,2,4038.38
